time,rflux,flux,
1328.4567, 1.0003639, 1.0000630,
1328.4581, 1.0002060, 0.99990518,
1328.4594, 1.0002566, 0.99995548,
1328.4608, 1.0004637, 1.0001626,
1328.4622, 1.0002952, 0.99999397,
1328.4636, 1.0002558, 0.99995455,
1328.4650, 1.0003991, 1.0000977,
1328.4664, 1.0004367, 1.0001353,
1328.4678, 1.0003158, 1.0000143,
1328.4692, 1.0003012, 0.99999951,
1328.4706, 1.0005345, 1.0002328,
1328.4719, 1.0002066, 0.99990505,
1328.4733, 1.0002230, 0.99992132,
1328.4747, 1.0003662, 1.0000642,
1328.4761, 1.0003182, 1.0000162,
1328.4775, 1.0002686, 0.99996658,
1328.4789, 1.0001891, 0.99988703,
1328.4803, 1.0004172, 1.0001150,
1328.4817, 1.0004235, 1.0001211,
1328.4831, 1.0002919, 0.99998959,
1328.4844, 1.0003073, 1.0000049,
1328.4858, 1.0003658, 1.0000634,
1328.4900, 1.0000931, 0.99979033,
1328.4914, 1.0002141, 0.99991134,
1328.4928, 1.0003336, 1.0000308,
1328.4942, 1.0005632, 1.0002602,
1328.4956, 1.0002841, 0.99998109,
1328.4969, 1.0003306, 1.0000276,
1328.4983, 1.0003436, 1.0000406,
1328.4997, 1.0003458, 1.0000426,
1328.5011, 1.0004663, 1.0001630,
1328.5025, 1.0003168, 1.0000134,
1328.5039, 1.0002744, 0.99997101,
1328.5053, 1.0002961, 0.99999261,
1328.5067, 1.0002336, 0.99993013,
1328.5081, 1.0002258, 0.99992216,
1328.5094, 1.0003074, 1.0000037,
1328.5108, 1.0002853, 0.99998167,
1328.5122, 1.0005111, 1.0002073,
1328.5136, 1.0001878, 0.99988398,
1328.5150, 1.0002331, 0.99992926,
1328.5164, 1.0001800, 0.99987607,
1328.5178, 1.0001632, 0.99985930,
1328.5192, 1.0003056, 1.0000017,
1328.5206, 1.0002990, 0.99999494,
1328.5219, 1.0001144, 0.99981038,
1328.5233, 1.0003714, 1.0000673,
1328.5247, 1.0003732, 1.0000688,
1328.5261, 1.0000768, 0.99977270,
1328.5275, 1.0002258, 0.99992163,
1328.5289, 1.0002498, 0.99994543,
1328.5303, 1.0001885, 0.99988404,
1328.5317, 1.0004398, 1.0001352,
1328.5331, 1.0003297, 1.0000252,
1328.5344, 1.0002510, 0.99994660,
1328.5358, 1.0001650, 0.99986036,
1328.5372, 1.0002496, 0.99994494,
1328.5386, 1.0003883, 1.0000837,
1328.5400, 1.0004808, 1.0001760,
1328.5414, 1.0004598, 1.0001550,
1328.5428, 1.0001099, 0.99980505,
1328.5442, 1.0001710, 0.99986621,
1328.5456, 1.0004033, 1.0000983,
1328.5469, 1.0002133, 0.99990837,
1328.5483, 1.0002420, 0.99993710,
1328.5497, 1.0003632, 1.0000582,
1328.5511, 1.0002101, 0.99990522,
1328.5525, 1.0004058, 1.0001008,
1328.5539, 1.0004254, 1.0001202,
1328.5553, 1.0002045, 0.99989931,
1328.5567, 1.0003655, 1.0000604,
1328.5581, 1.0001626, 0.99985739,
1328.5594, 1.0001929, 0.99988781,
1328.5608, 1.0002102, 0.99990483,
1328.5622, 1.0003124, 1.0000073,
1328.5636, 1.0003015, 0.99999618,
1328.5650, 1.0003339, 1.0000286,
1328.5664, 1.0003609, 1.0000554,
1328.5678, 1.0004358, 1.0001303,
1328.5692, 1.0003481, 1.0000427,
1328.5706, 1.0004317, 1.0001264,
1328.5719, 1.0002053, 0.99989978,
1328.5733, 1.0003489, 1.0000433,
1328.5747, 1.0001864, 0.99988093,
1328.5761, 1.0004673, 1.0001618,
1328.5775, 1.0002820, 0.99997655,
1328.5789, 1.0002738, 0.99996839,
1328.5803, 1.0004157, 1.0001102,
1328.5817, 1.0002264, 0.99992100,
1328.5831, 1.0003700, 1.0000646,
1328.5844, 1.0001089, 0.99980347,
1328.5858, 1.0002644, 0.99995908,
1328.5872, 1.0001031, 0.99979775,
1328.5886, 1.0003501, 1.0000447,
1328.5900, 1.0001957, 0.99989036,
1328.5914, 1.0005123, 1.0002069,
1328.5928, 1.0002970, 0.99999156,
1328.5942, 1.0004098, 1.0001042,
1328.5956, 1.0002853, 0.99997987,
1328.5969, 1.0002242, 0.99991876,
1328.5983, 1.0000667, 0.99976139,
1328.5997, 1.0001256, 0.99982026,
1328.6011, 1.0001850, 0.99987975,
1328.6025, 1.0001823, 0.99987689,
1328.6039, 1.0004435, 1.0001380,
1328.6053, 1.0004178, 1.0001125,
1328.6067, 1.0003190, 1.0000136,
1328.6081, 1.0004442, 1.0001390,
1328.6094, 1.0004086, 1.0001033,
1328.6108, 1.0002572, 0.99995193,
1328.6122, 1.0003238, 1.0000185,
1328.6136, 1.0002927, 0.99998757,
1328.6150, 1.0002921, 0.99998685,
1328.6164, 1.0003181, 1.0000129,
1328.6178, 1.0001238, 0.99981868,
1328.6192, 1.0004112, 1.0001061,
1328.6206, 1.0002818, 0.99997661,
1328.6219, 1.0002177, 0.99991245,
1328.6233, 1.0002832, 0.99997815,
1328.6247, 1.0002393, 0.99993436,
1328.6261, 1.0002174, 0.99991248,
1328.6275, 1.0004280, 1.0001230,
1328.6289, 1.0004490, 1.0001442,
1328.6303, 1.0004061, 1.0001014,
1328.6317, 1.0004700, 1.0001653,
1328.6331, 1.0003294, 1.0000247,
1328.6344, 1.0003129, 1.0000082,
1328.6358, 1.0003808, 1.0000762,
1328.6372, 1.0002564, 0.99995195,
1328.6386, 1.0003639, 1.0000594,
1328.6400, 1.0002832, 0.99997877,
1328.6414, 1.0001854, 0.99988110,
1328.6428, 1.0003473, 1.0000430,
1328.6442, 1.0002869, 0.99998268,
1328.6456, 1.0003072, 1.0000030,
1328.6469, 1.0003454, 1.0000413,
1328.6483, 1.0002971, 0.99999304,
1328.6497, 1.0003115, 1.0000075,
1328.6511, 1.0003796, 1.0000757,
1328.6525, 1.0001182, 0.99981455,
1328.6539, 1.0003050, 1.0000012,
1328.6553, 1.0003559, 1.0000522,
1328.6567, 1.0002109, 0.99990718,
1328.6581, 1.0001888, 0.99988524,
1328.6594, 1.0003783, 1.0000749,
1328.6608, 1.0002187, 0.99991532,
1328.6622, 1.0003934, 1.0000899,
1328.6636, 1.0001517, 0.99984839,
1328.6650, 1.0004191, 1.0001159,
1328.6664, 1.0004934, 1.0001901,
1328.6678, 1.0006609, 1.0003577,
1328.6692, 1.0004552, 1.0001521,
1328.6706, 1.0005006, 1.0001977,
1328.6719, 1.0003050, 1.0000021,
1328.6733, 1.0002929, 0.99999027,
1328.6747, 1.0001294, 0.99982676,
1328.6761, 1.0001305, 0.99982801,
1328.6775, 1.0003351, 1.0000327,
1328.6789, 1.0002655, 0.99996318,
1328.6803, 1.0004256, 1.0001233,
1328.6817, 1.0002753, 0.99997307,
1328.6831, 1.0005033, 1.0002011,
1328.6844, 1.0001106, 0.99980873,
1328.6858, 1.0002273, 0.99992549,
1328.6872, 1.0004364, 1.0001345,
1328.6886, 1.0002934, 0.99999166,
1328.6900, 1.0005462, 1.0002445,
1328.6914, 1.0003032, 1.0000016,
1328.6928, 1.0003858, 1.0000843,
1328.6942, 1.0002643, 0.99996298,
1328.6956, 1.0002468, 0.99994554,
1328.6969, 1.0001689, 0.99986777,
1328.6983, 1.0002562, 0.99995508,
1328.6997, 1.0003510, 1.0000501,
1328.7011, 1.0002523, 0.99995143,
1328.7025, 1.0002098, 0.99990903,
1328.7039, 1.0002495, 0.99994889,
1328.7053, 1.0002755, 0.99997507,
1328.7067, 1.0003803, 1.0000799,
1328.7081, 1.0005126, 1.0002121,
1328.7094, 1.0002152, 0.99991508,
1328.7108, 1.0002021, 0.99990196,
1328.7122, 1.0003604, 1.0000605,
1328.7136, 1.0002507, 0.99995081,
1328.7150, 1.0002190, 0.99991917,
1328.7164, 1.0004002, 1.0001005,
1328.7178, 1.0004402, 1.0001406,
1328.7192, 1.0002738, 0.99997422,
1328.7206, 1.0005251, 1.0002257,
1328.7219, 1.0001274, 0.99982809,
1328.7233, 1.0002822, 0.99998303,
1328.7247, 1.0003880, 1.0000888,
1328.7261, 1.0000865, 0.99978763,
1328.7275, 1.0003592, 1.0000604,
1328.7289, 1.0003454, 1.0000466,
1328.7303, 1.0001211, 0.99982256,
1328.7317, 1.0002097, 0.99991122,
1328.7331, 1.0003467, 1.0000482,
1328.7344, 1.0002044, 0.99990621,
1328.7358, 1.0003440, 1.0000458,
1328.7372, 1.0003034, 1.0000055,
1328.7386, 1.0001586, 0.99986063,
1328.7400, 1.0001014, 0.99980363,
1328.7414, 1.0002527, 0.99995506,
1328.7428, 1.0002131, 0.99991561,
1328.7442, 1.0004679, 1.0001706,
1328.7456, 1.0001392, 0.99984181,
1328.7469, 1.0002275, 0.99993032,
1328.7483, 1.0003807, 1.0000838,
1328.7497, 1.0004709, 1.0001739,
1328.7511, 1.0005071, 1.0002102,
1328.7525, 1.0003177, 1.0000210,
1328.7539, 1.0005912, 1.0002945,
1328.7553, 1.0001330, 0.99983646,
1328.7567, 1.0004091, 1.0001128,
1328.7581, 1.0003554, 1.0000591,
1328.7594, 1.0002198, 0.99992368,
1328.7608, 1.0003010, 1.0000052,
1328.7622, 1.0004845, 1.0001886,
1328.7636, 1.0002154, 0.99991978,
1328.7650, 1.0003323, 1.0000366,
1328.7664, 1.0002094, 0.99991391,
1328.7678, 1.0001560, 0.99986072,
1328.7692, 1.0003894, 1.0000941,
1328.7706, 1.0001066, 0.99981154,
1328.7719, 1.0003346, 1.0000396,
1328.7733, 1.0003308, 1.0000360,
1328.7747, 1.0001186, 0.99982387,
1328.7761, 1.0003435, 1.0000489,
1328.7775, 1.0003451, 1.0000505,
1328.7789, 1.0001433, 0.99984903,
1328.7803, 1.0004437, 1.0001494,
1328.7817, 1.0003689, 1.0000749,
1328.7831, 1.0002372, 0.99994320,
1328.7844, 1.0006126, 1.0003187,
1328.7858, 1.0005279, 1.0002341,
1328.7872, 1.0003847, 1.0000910,
1328.7886, 1.0002845, 0.99999097,
1328.7914, 1.0003807, 1.0000875,
1328.7928, 1.0002426, 0.99994960,
1328.7942, 1.0003889, 1.0000959,
1328.7956, 0.99989332, 0.99960054,
1328.7969, 1.0003182, 1.0000253,
1328.7983, 1.0003204, 1.0000278,
1328.7997, 1.0000898, 0.99979734,
1328.8011, 1.0003040, 1.0000116,
1328.8025, 1.0002974, 1.0000051,
1328.8039, 1.0002184, 0.99992633,
1328.8053, 1.0003014, 1.0000094,
1328.8067, 1.0004249, 1.0001329,
1328.8081, 1.0002052, 0.99991352,
1328.8094, 1.0002864, 0.99999468,
1328.8108, 1.0004735, 1.0001819,
1328.8122, 1.0003397, 1.0000484,
1328.8136, 1.0001809, 0.99988972,
1328.8150, 1.0001907, 0.99989978,
1328.8164, 1.0003929, 1.0001019,
1328.8178, 1.0002169, 0.99992603,
1328.8192, 1.0003220, 1.0000312,
1328.8206, 1.0003300, 1.0000395,
1328.8219, 1.0002708, 0.99998028,
1328.8233, 1.0003494, 1.0000590,
1328.8247, 1.0004264, 1.0001361,
1328.8261, 1.0003120, 1.0000219,
1328.8275, 1.0001848, 0.99989481,
1328.8289, 1.0003420, 1.0000521,
1328.8303, 1.0003103, 1.0000207,
1328.8317, 1.0000790, 0.99978942,
1328.8331, 1.0002143, 0.99992484,
1328.8344, 1.0002485, 0.99995919,
1328.8358, 1.0003142, 1.0000249,
1328.8372, 1.0003978, 1.0001086,
1328.8386, 1.0003353, 1.0000462,
1328.8400, 1.0001912, 0.99990240,
1328.8414, 1.0002640, 0.99997530,
1328.8428, 1.0002698, 0.99998108,
1328.8442, 1.0002416, 0.99995311,
1328.8456, 1.0005448, 1.0002564,
1328.8469, 1.0002543, 0.99996611,
1328.8483, 1.0002555, 0.99996725,
1328.8497, 1.0002016, 0.99991370,
1328.8511, 1.0003816, 1.0000936,
1328.8525, 1.0002525, 0.99996466,
1328.8539, 1.0002361, 0.99994834,
1328.8553, 1.0002511, 0.99996341,
1328.8567, 1.0003532, 1.0000657,
1328.8581, 1.0004735, 1.0001859,
1328.8594, 1.0004345, 1.0001471,
1328.8608, 1.0002570, 0.99996982,
1328.8622, 1.0004267, 1.0001396,
1328.8636, 1.0003167, 1.0000298,
1328.8650, 1.0002623, 0.99997546,
1328.8664, 1.0003297, 1.0000429,
1328.8678, 1.0001962, 0.99990965,
1328.8692, 1.0003734, 1.0000869,
1328.8706, 1.0003109, 1.0000245,
1328.8719, 1.0003004, 1.0000141,
1328.8733, 1.0002674, 0.99998104,
1328.8747, 1.0002509, 0.99996485,
1328.8761, 1.0004029, 1.0001170,
1328.8775, 1.0003124, 1.0000266,
1328.8803, 1.0003129, 1.0000272,
1328.8817, 1.0002481, 0.99996245,
1328.8831, 1.0000511, 0.99976565,
1328.8844, 1.0002023, 0.99991692,
1328.8858, 1.0003781, 1.0000927,
1328.8872, 1.0001925, 0.99990746,
1328.8886, 1.0002841, 0.99999902,
1328.8900, 1.0003132, 1.0000282,
1328.8914, 1.0001490, 0.99986414,
1328.8928, 1.0002839, 0.99999897,
1328.8942, 1.0004223, 1.0001376,
1328.8956, 1.0002171, 0.99993259,
1328.8969, 1.0002562, 0.99997168,
1328.8983, 1.0001952, 0.99991078,
1328.8997, 1.0001690, 0.99988483,
1328.9011, 1.0005287, 1.0002445,
1328.9025, 1.0002281, 0.99994388,
1328.9039, 1.0000817, 0.99979768,
1328.9053, 1.0001440, 0.99986004,
1328.9067, 1.0002878, 1.0000040,
1328.9081, 1.0005872, 1.0003034,
1328.9094, 1.0002299, 0.99994631,
1328.9108, 1.0003649, 1.0000813,
1328.9122, 1.0003800, 1.0000965,
1328.9136, 1.0002768, 0.99999345,
1328.9150, 1.0003077, 1.0000244,
1328.9164, 1.0002082, 0.99992483,
1328.9178, 1.0003222, 1.0000389,
1328.9192, 1.0002622, 0.99997904,
1328.9206, 1.0002284, 0.99994546,
1328.9219, 1.0003128, 1.0000299,
1328.9233, 1.0003490, 1.0000662,
1328.9247, 1.0003594, 1.0000765,
1328.9261, 1.0001225, 0.99983988,
1328.9275, 1.0003916, 1.0001090,
1328.9289, 1.0002928, 1.0000101,
1328.9303, 1.0003011, 1.0000185,
1328.9317, 1.0001307, 0.99984833,
1328.9331, 1.0004212, 1.0001388,
1328.9344, 1.0003035, 1.0000212,
1328.9358, 1.0001131, 0.99983090,
1328.9372, 1.0002886, 1.0000064,
1328.9386, 1.0003887, 1.0001063,
1328.9400, 1.0002988, 1.0000166,
1328.9414, 1.0003433, 1.0000613,
1328.9428, 1.0003689, 1.0000871,
1328.9442, 1.0003104, 1.0000285,
1328.9456, 1.0002884, 1.0000066,
1328.9469, 1.0004905, 1.0002086,
1328.9483, 1.0003302, 1.0000485,
1328.9497, 1.0004352, 1.0001534,
1328.9511, 1.0003104, 1.0000289,
1328.9525, 0.99981339, 0.99953207,
1328.9539, 1.0001080, 0.99982673,
1328.9553, 1.0002948, 1.0000134,
1328.9567, 1.0001858, 0.99990448,
1328.9581, 1.0003310, 1.0000496,
1328.9594, 1.0002360, 0.99995471,
1328.9608, 1.0003502, 1.0000691,
1328.9622, 1.0003914, 1.0001102,
1328.9636, 1.0002019, 0.99992097,
1328.9650, 1.0003805, 1.0000994,
1328.9664, 1.0001951, 0.99991423,
1328.9678, 1.0002727, 0.99999158,
1328.9692, 1.0002557, 0.99997478,
1328.9706, 1.0000421, 0.99976130,
1328.9719, 1.0004064, 1.0001256,
1328.9733, 1.0001139, 0.99983320,
1328.9747, 1.0001404, 0.99985981,
1328.9761, 1.0003016, 1.0000210,
1328.9775, 1.0003424, 1.0000618,
1328.9789, 1.0000916, 0.99981113,
1328.9803, 1.0003107, 1.0000302,
1328.9817, 1.0002566, 0.99997619,
1328.9831, 1.0002085, 0.99992814,
1328.9844, 1.0003789, 1.0000985,
1328.9858, 1.0003561, 1.0000757,
1328.9872, 1.0001631, 0.99988294,
1328.9886, 1.0001786, 0.99989820,
1328.9900, 1.0004794, 1.0001990,
1328.9914, 1.0003271, 1.0000467,
1328.9928, 1.0004062, 1.0001259,
1328.9942, 1.0004860, 1.0002058,
1328.9956, 1.0002058, 0.99992577,
1328.9969, 1.0002762, 0.99999622,
1328.9983, 1.0003187, 1.0000387,
1328.9997, 1.0003622, 1.0000820,
1329.0011, 1.0001913, 0.99991130,
1329.0025, 1.0002426, 0.99996273,
1329.0039, 1.0002878, 1.0000081,
1329.0053, 1.0002117, 0.99993166,
1329.0067, 1.0001621, 0.99988233,
1329.0081, 1.0003117, 1.0000318,
1329.0094, 1.0003232, 1.0000432,
1329.0108, 1.0003292, 1.0000492,
1329.0122, 1.0002515, 0.99997167,
1329.0136, 1.0003056, 1.0000258,
1329.0150, 1.0001218, 0.99984216,
1329.0164, 1.0002831, 1.0000033,
1329.0178, 1.0004041, 1.0001244,
1329.0192, 1.0004052, 1.0001255,
1329.0206, 1.0003728, 1.0000931,
1329.0219, 1.0003492, 1.0000695,
1329.0233, 1.0004477, 1.0001680,
1329.0247, 1.0002913, 1.0000117,
1329.0261, 1.0002740, 0.99999446,
1329.0275, 1.0002390, 0.99995951,
1329.0289, 1.0000777, 0.99979805,
1329.0303, 1.0001797, 0.99990033,
1329.0317, 1.0001920, 0.99991253,
1329.0330, 1.0003488, 1.0000692,
1329.0344, 1.0002623, 0.99998285,
1329.0358, 1.0003002, 1.0000207,
1329.0372, 1.0004864, 1.0002068,
1329.0386, 1.0002753, 0.99999575,
1329.0400, 1.0002525, 0.99997322,
1329.0414, 1.0003166, 1.0000371,
1329.0428, 1.0000979, 0.99981840,
1329.0442, 1.0002235, 0.99994407,
1329.0455, 1.0002474, 0.99996799,
1329.0469, 1.0001330, 0.99985362,
1329.0483, 1.0002504, 0.99997095,
1329.0497, 1.0002048, 0.99992538,
1329.0511, 1.0001213, 0.99984191,
1329.0525, 1.0001513, 0.99987205,
1329.0539, 1.0000343, 0.99975510,
1329.0553, 1.0003228, 1.0000435,
1329.0567, 1.0002966, 1.0000171,
1329.0580, 1.0002502, 0.99997078,
1329.0594, 1.0001458, 0.99986644,
1329.0608, 1.0001245, 0.99984508,
1329.0622, 1.0002372, 0.99995795,
1329.0636, 1.0001155, 0.99983617,
1329.0650, 1.0002480, 0.99996861,
1329.0664, 1.0001657, 0.99988635,
1329.0678, 1.0002892, 1.0000098,
1329.0692, 1.0002752, 0.99999573,
1329.0705, 1.0003191, 1.0000397,
1329.0719, 1.0004219, 1.0001424,
1329.0733, 1.0004371, 1.0001576,
1329.0747, 1.0003257, 1.0000464,
1329.0761, 1.0004861, 1.0002066,
1329.0775, 1.0000896, 0.99981026,
1329.0789, 1.0002420, 0.99996260,
1329.0803, 1.0001109, 0.99983152,
1329.0817, 1.0002303, 0.99995092,
1329.0830, 1.0001884, 0.99990899,
1329.0844, 1.0001693, 0.99988990,
1329.0858, 1.0002485, 0.99996899,
1329.0872, 1.0001674, 0.99988797,
1329.0886, 1.0003396, 1.0000602,
1329.0900, 1.0003846, 1.0001053,
1329.0914, 1.0002221, 0.99994255,
1329.0928, 1.0004810, 1.0002015,
1329.0942, 1.0002518, 0.99997226,
1329.0969, 1.0002245, 0.99994499,
1329.0983, 1.0002463, 0.99996681,
1329.0997, 1.0002555, 0.99997597,
1329.1011, 1.0001956, 0.99991591,
1329.1025, 1.0001678, 0.99988825,
1329.1039, 1.0001563, 0.99987676,
1329.1053, 1.0001160, 0.99983621,
1329.1067, 1.0001837, 0.99990402,
1329.1080, 1.0004771, 1.0001974,
1329.1094, 1.0001177, 0.99983818,
1329.1108, 1.0005098, 1.0002300,
1329.1122, 1.0002612, 0.99998144,
1329.1136, 1.0002584, 0.99997845,
1329.1150, 1.0002433, 0.99996355,
1329.1164, 1.0002883, 1.0000086,
1329.1178, 1.0001385, 0.99985867,
1329.1192, 1.0002932, 1.0000133,
1329.1205, 1.0001763, 0.99989638,
1329.1219, 1.0002779, 0.99999802,
1329.1233, 1.0002330, 0.99995324,
1329.1247, 1.0002699, 0.99999012,
1329.1261, 1.0001619, 0.99988201,
1329.1275, 1.0004339, 1.0001538,
1329.1289, 1.0003851, 1.0001051,
1329.1303, 1.0003397, 1.0000597,
1329.1317, 1.0000869, 0.99980698,
1329.1330, 1.0004210, 1.0001411,
1329.1344, 1.0001081, 0.99982784,
1329.1358, 1.0002845, 1.0000043,
1329.1372, 1.0001151, 0.99983512,
1329.1386, 1.0003812, 1.0001011,
1329.1400, 1.0002643, 0.99998417,
1329.1414, 1.0002043, 0.99992390,
1329.1428, 1.0002486, 0.99996823,
1329.1442, 1.0002668, 0.99998653,
1329.1455, 1.0003836, 1.0001032,
1329.1469, 0.99961492, 0.99933484,
1329.1497, 1.0003140, 1.0000335,
1329.1511, 1.0004539, 1.0001733,
1329.1525, 1.0003033, 1.0000227,
1329.1539, 1.0002233, 0.99994271,
1329.1553, 1.0000097, 0.99972918,
1329.1567, 1.0003352, 1.0000546,
1329.1580, 1.0003956, 1.0001149,
1329.1594, 1.0002717, 0.99999117,
1329.1608, 1.0006317, 1.0003509,
1329.1622, 1.0000444, 0.99976377,
1329.1636, 1.0001575, 0.99987664,
1329.1650, 1.0002173, 0.99993643,
1329.1664, 1.0004048, 1.0001239,
1329.1678, 1.0002091, 0.99992823,
1329.1692, 1.0000803, 0.99979948,
1329.1705, 1.0005944, 1.0003135,
1329.1719, 1.0003703, 1.0000894,
1329.1747, 1.0002784, 0.99999732,
1329.1775, 1.0002114, 0.99993033,
1329.1789, 1.0000889, 0.99980775,
1329.1803, 1.0002701, 0.99998904,
1329.1817, 1.0003109, 1.0000295,
1329.1830, 1.0002636, 0.99998222,
1329.1844, 1.0004322, 1.0001509,
1329.1858, 1.0003176, 1.0000363,
1329.1872, 1.0002918, 1.0000105,
1329.1914, 1.0004120, 1.0001305,
1329.1942, 1.0002390, 0.99995743,
1329.1955, 1.0004065, 1.0001248,
1329.1969, 1.0004594, 1.0001777,
1329.1983, 1.0002218, 0.99993998,
1329.1997, 1.0003351, 1.0000531,
1329.2053, 1.0001374, 0.99985540,
1329.2067, 1.0003804, 1.0000981,
1329.2080, 1.0003106, 1.0000286,
1329.2094, 1.0003791, 1.0000968,
1329.2108, 1.0001766, 0.99989431,
1329.2122, 0.99989437, 0.99961231,
1329.2136, 1.0001727, 0.99989035,
1329.2150, 1.0004024, 1.0001199,
1329.2164, 1.0002089, 0.99992667,
1329.2178, 1.0002087, 0.99992629,
1329.2192, 1.0004432, 1.0001608,
1329.2205, 1.0001484, 0.99986594,
1329.2219, 1.0003845, 1.0001018,
1329.2233, 1.0000715, 0.99978902,
1329.2247, 1.0002574, 0.99997468,
1329.2261, 1.0003427, 1.0000599,
1329.2275, 1.0002770, 0.99999434,
1329.2289, 1.0003120, 1.0000293,
1329.2303, 1.0002714, 0.99998836,
1329.2317, 1.0002317, 0.99994876,
1329.2330, 1.0001258, 0.99984269,
1329.2386, 1.0003644, 1.0000813,
1329.2400, 1.0003057, 1.0000225,
1329.2414, 1.0003698, 1.0000866,
1329.2428, 1.0002831, 0.99999983,
1329.2442, 1.0002370, 0.99995368,
1329.2455, 1.0001470, 0.99986355,
1329.2469, 0.99995918, 0.99967580,
1329.2483, 1.0002509, 0.99996739,
1329.2497, 1.0002087, 0.99992508,
1329.2511, 1.0002208, 0.99993708,
1329.2525, 1.0002858, 1.0000021,
1329.2539, 1.0003489, 1.0000652,
1329.2553, 1.0003777, 1.0000939,
1329.2567, 1.0004993, 1.0002154,
1329.2580, 1.0002922, 1.0000085,
1329.2594, 1.0003382, 1.0000542,
1329.2608, 1.0003052, 1.0000212,
1329.2622, 1.0004562, 1.0001722,
1329.2636, 1.0001310, 0.99984706,
1329.2650, 1.0003508, 1.0000667,
1329.2664, 1.0003020, 1.0000179,
1329.2678, 1.0005422, 1.0002579,
1329.2692, 1.0001331, 0.99984891,
1329.2705, 1.0000094, 0.99972530,
1329.2719, 1.0004312, 1.0001467,
1329.2733, 1.0002247, 0.99994026,
1329.2747, 1.0005350, 1.0002505,
1329.2761, 1.0003003, 1.0000159,
1329.2775, 1.0006438, 1.0003592,
